constructor,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,grid,podium,driver_points_after_race.1,driver_wins_after_race.1,driver_standings_pos_after_race.1,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,wins_percentage,change_drivers
sauber,1996,8,villeneuve,True,False,False,False,False,herbert,British,15,7,4,0,13,4,0,12,10,0,6,2.142,31,0.0,0
tyrrell,1996,8,villeneuve,True,False,False,False,False,katayama,Japanese,17,21,0,0,18,0,0,18,5,0,8,2.54,33,,0
tyrrell,1996,8,villeneuve,True,False,False,False,False,salo,Finnish,14,14,5,0,12,5,0,11,5,0,8,2.059,29,0.0,0
williams,1996,8,villeneuve,True,False,False,False,False,damon_hill,British,1,1,43,4,1,43,4,1,69,5,1,0.0,35,0.1,0
williams,1996,8,villeneuve,True,False,False,False,False,villeneuve,Canadian,2,2,26,1,2,22,1,2,69,5,1,0.02,25,,0
benetton,1996,9,magny_cours,False,False,True,False,False,alesi,French,3,3,21,0,4,17,0,4,28,0,3,0.321,32,0.0,0
benetton,1996,9,magny_cours,False,False,True,False,False,berger,Austrian,4,4,7,0,9,7,0,9,28,0,3,0.603,36,,0
ferrari,1996,9,magny_cours,False,False,True,False,False,michael_schumacher,German,1,22,26,1,3,26,1,3,35,1,2,0.0,27,0.0,0
footwork,1996,9,magny_cours,False,False,True,False,False,rosset,Brazilian,19,11,0,0,20,0,0,19,1,0,9,3.253,27,0.0,0
footwork,1996,9,magny_cours,False,False,True,False,False,verstappen,Dutch,15,18,1,0,16,1,0,16,1,0,9,2.335,24,,0
forti,1996,9,magny_cours,False,False,True,False,False,badoer,Italian,20,16,0,0,21,0,0,20,0,0,11,4.573,25,,0
forti,1996,9,magny_cours,False,False,True,False,False,montermini,Italian,21,21,0,0,22,0,0,21,0,0,11,4.658,32,,0
jordan,1996,9,magny_cours,False,False,True,False,False,barrichello,Brazilian,10,9,7,0,10,7,0,10,9,0,7,1.676,24,0.0,0
jordan,1996,9,magny_cours,False,False,True,False,False,brundle,British,8,8,2,0,14,1,0,15,9,0,7,1.198,37,0.0,0
ligier,1996,9,magny_cours,False,False,True,False,False,diniz,Brazilian,11,17,1,0,15,1,0,14,12,1,5,1.6869999999999998,26,0.0,0
ligier,1996,9,magny_cours,False,False,True,False,False,panis,French,9,7,11,1,6,11,1,5,12,1,5,1.401,29,0.0,0
mclaren,1996,9,magny_cours,False,False,True,False,False,coulthard,British,7,6,13,0,5,10,0,6,23,0,4,1.018,25,0.0,0
mclaren,1996,9,magny_cours,False,False,True,False,False,hakkinen,Finnish,5,5,10,0,7,8,0,8,23,0,4,0.645,27,0.0,0
minardi,1996,9,magny_cours,False,False,True,False,False,fisichella,Italian,17,20,0,0,17,0,0,22,0,0,10,2.615,23,,0
minardi,1996,9,magny_cours,False,False,True,False,False,lamy,Portuguese,18,12,0,0,18,0,0,17,0,0,10,3.221,24,,0
sauber,1996,9,magny_cours,False,False,True,False,False,frentzen,German,12,14,6,0,11,6,0,11,10,0,6,1.75,29,0.0,0
sauber,1996,9,magny_cours,False,False,True,False,False,herbert,British,16,13,4,0,13,4,0,13,10,0,6,2.5669999999999997,32,0.0,0
tyrrell,1996,9,magny_cours,False,False,True,False,False,katayama,Japanese,14,15,0,0,19,0,0,18,5,0,8,2.253,33,,0
tyrrell,1996,9,magny_cours,False,False,True,False,False,salo,Finnish,13,10,5,0,12,5,0,12,5,0,8,2.032,29,0.0,0
williams,1996,9,magny_cours,False,False,True,False,False,damon_hill,British,2,1,53,5,1,43,4,1,85,6,1,0.069,35,0.25,0
williams,1996,9,magny_cours,False,False,True,False,False,villeneuve,Canadian,6,2,32,1,2,26,1,2,85,6,1,0.9159999999999999,25,,0
benetton,1996,10,silverstone,True,False,False,False,False,alesi,French,5,12,25,0,4,21,0,4,35,0,3,1.432,32,0.0,0
benetton,1996,10,silverstone,True,False,False,False,False,berger,Austrian,7,2,10,0,8,7,0,9,35,0,3,1.778,36,,0
ferrari,1996,10,silverstone,True,False,False,False,False,irvine,British,10,19,9,0,9,9,0,8,35,1,2,2.311,30,0.0,0
ferrari,1996,10,silverstone,True,False,False,False,False,michael_schumacher,German,3,20,26,1,3,26,1,3,35,1,2,0.8320000000000001,27,0.0,0
footwork,1996,10,silverstone,True,False,False,False,False,verstappen,Dutch,15,10,1,0,16,1,0,16,1,0,9,3.227,24,,0
jordan,1996,10,silverstone,True,False,False,False,False,barrichello,Brazilian,6,4,7,0,10,7,0,10,9,0,7,1.534,24,0.0,0
jordan,1996,10,silverstone,True,False,False,False,False,brundle,British,8,6,2,0,14,2,0,14,9,0,7,2.0709999999999997,37,0.0,0
ligier,1996,10,silverstone,True,False,False,False,False,diniz,Brazilian,17,14,1,0,15,1,0,15,12,1,5,4.2010000000000005,26,0.0,0
ligier,1996,10,silverstone,True,False,False,False,False,panis,French,16,13,11,1,7,11,1,6,12,1,5,3.292,29,0.0,0
mclaren,1996,10,silverstone,True,False,False,False,False,coulthard,British,9,5,14,0,5,13,0,5,26,0,4,2.0909999999999997,25,0.0,0
mclaren,1996,10,silverstone,True,False,False,False,False,hakkinen,Finnish,4,3,12,0,6,10,0,7,26,0,4,0.981,27,0.0,0
minardi,1996,10,silverstone,True,False,False,False,False,fisichella,Italian,18,11,0,0,17,0,0,17,0,0,10,4.49,23,,0
minardi,1996,10,silverstone,True,False,False,False,False,lamy,Portuguese,19,16,0,0,18,0,0,18,0,0,10,4.579,24,,0
sauber,1996,10,silverstone,True,False,False,False,False,frentzen,German,11,8,6,0,11,6,0,11,10,0,6,2.716,29,0.0,0
sauber,1996,10,silverstone,True,False,False,False,False,herbert,British,13,9,4,0,13,4,0,13,10,0,6,3.072,32,0.0,0
tyrrell,1996,10,silverstone,True,False,False,False,False,katayama,Japanese,12,18,0,0,20,0,0,19,5,0,8,3.0380000000000003,33,,0
tyrrell,1996,10,silverstone,True,False,False,False,False,salo,Finnish,14,7,5,0,12,5,0,12,5,0,8,3.074,29,0.0,0
williams,1996,10,silverstone,True,False,False,False,False,damon_hill,British,1,15,63,6,1,53,5,1,101,7,1,0.0,35,0.0,0
williams,1996,10,silverstone,True,False,False,False,False,villeneuve,Canadian,2,1,38,1,2,32,1,2,101,7,1,0.195,25,0.5,0
benetton,1996,11,hockenheimring,False,False,True,False,False,alesi,French,5,2,25,0,4,25,0,4,41,0,2,0.758,32,0.0,0
benetton,1996,11,hockenheimring,False,False,True,False,False,berger,Austrian,2,13,16,0,5,10,0,8,41,0,2,0.387,36,0.0,0
ferrari,1996,11,hockenheimring,False,False,True,False,False,irvine,British,8,14,9,0,10,9,0,9,35,1,3,1.4769999999999999,30,0.0,0
ferrari,1996,11,hockenheimring,False,False,True,False,False,michael_schumacher,German,3,4,26,1,3,26,1,3,35,1,3,0.565,27,0.0,0
footwork,1996,11,hockenheimring,False,False,True,False,False,rosset,Brazilian,19,11,0,0,19,0,0,19,1,0,9,5.638999999999999,28,0.0,0
footwork,1996,11,hockenheimring,False,False,True,False,False,verstappen,Dutch,17,19,1,0,16,1,0,16,1,0,9,4.6,24,0.0,0
jordan,1996,11,hockenheimring,False,False,True,False,False,barrichello,Brazilian,9,6,10,0,9,7,0,10,13,0,5,1.54,24,0.0,0
jordan,1996,11,hockenheimring,False,False,True,False,False,brundle,British,10,10,3,0,14,2,0,14,13,0,5,1.964,37,0.0,0
ligier,1996,11,hockenheimring,False,False,True,False,False,diniz,Brazilian,11,16,1,0,15,1,0,15,12,1,6,2.6630000000000003,26,0.0,0
ligier,1996,11,hockenheimring,False,False,True,False,False,panis,French,12,7,11,1,8,11,1,7,12,1,6,2.8339999999999996,29,0.0,0
mclaren,1996,11,hockenheimring,False,False,True,False,False,coulthard,British,7,5,16,0,6,14,0,5,32,0,4,1.0390000000000001,25,0.0,0
mclaren,1996,11,hockenheimring,False,False,True,False,False,hakkinen,Finnish,4,18,16,0,7,12,0,6,32,0,4,0.732,27,0.0,0
minardi,1996,11,hockenheimring,False,False,True,False,False,lamy,Portuguese,18,12,0,0,18,0,0,18,0,0,10,5.5489999999999995,24,,0
sauber,1996,11,hockenheimring,False,False,True,False,False,frentzen,German,13,8,6,0,11,6,0,11,10,0,7,2.987,29,0.0,0
sauber,1996,11,hockenheimring,False,False,True,False,False,herbert,British,14,15,4,0,13,4,0,13,10,0,7,3.799,32,0.0,0
tyrrell,1996,11,hockenheimring,False,False,True,False,False,katayama,Japanese,16,17,0,0,20,0,0,20,5,0,8,4.468999999999999,33,,0
tyrrell,1996,11,hockenheimring,False,False,True,False,False,salo,Finnish,15,9,5,0,12,5,0,12,5,0,8,4.227,29,0.0,0
williams,1996,11,hockenheimring,False,False,True,False,False,damon_hill,British,1,1,63,6,1,63,6,1,111,8,1,0.0,35,0.14285714300000002,0
williams,1996,11,hockenheimring,False,False,True,False,False,villeneuve,Canadian,6,3,48,2,2,38,1,2,111,8,1,0.93,25,,0
benetton,1996,12,hungaroring,True,False,False,False,False,alesi,French,5,3,31,0,3,25,0,4,47,0,2,1.625,32,,0
benetton,1996,12,hungaroring,True,False,False,False,False,berger,Austrian,6,11,16,0,6,16,0,5,47,0,2,1.665,36,,0
ferrari,1996,12,hungaroring,True,False,False,False,False,irvine,British,4,14,9,0,10,9,0,10,38,1,3,1.4880000000000002,30,0.0,0
ferrari,1996,12,hungaroring,True,False,False,False,False,michael_schumacher,German,1,9,29,1,4,26,1,3,38,1,3,0.0,27,0.0,0
footwork,1996,12,hungaroring,True,False,False,False,False,rosset,Brazilian,18,8,0,0,19,0,0,19,1,0,9,4.461,28,0.0,0
footwork,1996,12,hungaroring,True,False,False,False,False,verstappen,Dutch,17,17,1,0,16,1,0,16,1,0,9,3.6519999999999997,24,,0
jordan,1996,12,hungaroring,True,False,False,False,False,barrichello,Brazilian,13,6,11,0,9,10,0,9,14,0,5,2.8369999999999997,24,0.0,0
jordan,1996,12,hungaroring,True,False,False,False,False,brundle,British,12,18,3,0,14,3,0,14,14,0,5,2.699,37,0.0,0
ligier,1996,12,hungaroring,True,False,False,False,False,diniz,Brazilian,15,19,1,0,15,1,0,15,12,1,6,3.536,26,0.0,0
ligier,1996,12,hungaroring,True,False,False,False,False,panis,French,11,5,11,1,8,11,1,8,12,1,6,2.4090000000000003,29,,0
mclaren,1996,12,hungaroring,True,False,False,False,False,coulthard,British,9,16,18,0,5,16,0,6,34,0,4,2.255,25,0.0,0
mclaren,1996,12,hungaroring,True,False,False,False,False,hakkinen,Finnish,7,4,16,0,7,16,0,7,34,0,4,1.9869999999999999,27,0.0,0
minardi,1996,12,hungaroring,True,False,False,False,False,lamy,Portuguese,19,15,0,0,18,0,0,18,0,0,10,4.584,24,,0
minardi,1996,12,hungaroring,True,False,False,False,False,lavaggi,Italian,20,10,0,0,0,0,0,0,0,0,10,5.3389999999999995,38,,1
sauber,1996,12,hungaroring,True,False,False,False,False,frentzen,German,10,12,6,0,11,6,0,11,10,0,7,2.307,29,0.0,0
sauber,1996,12,hungaroring,True,False,False,False,False,herbert,British,8,13,4,0,13,4,0,13,10,0,7,2.1630000000000003,32,0.0,0
tyrrell,1996,12,hungaroring,True,False,False,False,False,katayama,Japanese,14,7,0,0,20,0,0,20,5,0,8,3.37,33,,0
tyrrell,1996,12,hungaroring,True,False,False,False,False,salo,Finnish,16,20,5,0,12,5,0,12,5,0,8,3.549,29,0.0,0
williams,1996,12,hungaroring,True,False,False,False,False,damon_hill,British,2,2,73,7,1,63,6,1,125,9,1,0.053,35,0.0,0
williams,1996,12,hungaroring,True,False,False,False,False,villeneuve,Canadian,3,1,52,2,2,48,2,2,125,9,1,0.13,25,0.5,0
benetton,1996,13,spa,False,False,True,False,True,alesi,French,7,4,35,0,3,31,0,3,51,0,2,1.78,32,0.0,0
benetton,1996,13,spa,False,False,True,False,True,berger,Austrian,5,6,16,0,7,16,0,6,51,0,2,1.386,36,,0
ferrari,1996,13,spa,False,False,True,False,True,irvine,British,9,13,9,0,10,9,0,10,38,1,3,2.469,30,0.0,0
ferrari,1996,13,spa,False,False,True,False,True,michael_schumacher,German,3,1,29,1,4,29,1,4,38,1,3,1.204,27,0.1,0
footwork,1996,13,spa,False,False,True,False,True,rosset,Brazilian,18,9,0,0,18,0,0,19,1,0,9,5.712000000000001,28,0.0,0
footwork,1996,13,spa,False,False,True,False,True,verstappen,Dutch,16,16,1,0,16,1,0,16,1,0,9,4.5760000000000005,24,,0
jordan,1996,13,spa,False,False,True,False,True,barrichello,Brazilian,10,14,12,0,9,11,0,9,15,0,5,2.5780000000000003,24,0.0,0
jordan,1996,13,spa,False,False,True,False,True,brundle,British,8,12,3,0,14,3,0,14,15,0,5,2.403,37,0.0,0
ligier,1996,13,spa,False,False,True,False,True,diniz,Brazilian,15,15,1,0,15,1,0,15,14,1,6,4.126,26,0.0,0
ligier,1996,13,spa,False,False,True,False,True,panis,French,14,19,13,1,8,11,1,8,14,1,6,3.6460000000000004,29,0.0,0
mclaren,1996,13,spa,False,False,True,False,True,coulthard,British,4,11,18,0,6,18,0,5,37,0,4,1.31,25,0.0,0
mclaren,1996,13,spa,False,False,True,False,True,hakkinen,Finnish,6,3,19,0,5,16,0,7,37,0,4,1.744,27,0.0,0
minardi,1996,13,spa,False,False,True,False,True,lamy,Portuguese,19,10,0,0,20,0,0,18,0,0,10,6.256,24,,0
sauber,1996,13,spa,False,False,True,False,True,frentzen,German,11,17,6,0,11,6,0,11,10,0,7,2.625,29,0.0,0
sauber,1996,13,spa,False,False,True,False,True,herbert,British,12,18,4,0,13,4,0,13,10,0,7,3.4189999999999996,32,0.0,0
tyrrell,1996,13,spa,False,False,True,False,True,katayama,Japanese,17,8,0,0,17,0,0,20,5,0,8,4.797,33,,0
tyrrell,1996,13,spa,False,False,True,False,True,salo,Finnish,13,7,5,0,12,5,0,12,5,0,8,3.5210000000000004,29,0.0,0
williams,1996,13,spa,False,False,True,False,True,damon_hill,British,2,5,79,7,1,73,7,1,141,10,1,0.406,35,0.0,0
williams,1996,13,spa,False,False,True,False,True,villeneuve,Canadian,1,2,62,3,2,52,2,2,141,10,1,0.0,25,,0
benetton,1996,14,monza,False,False,True,False,False,alesi,French,6,2,38,0,4,35,0,3,55,0,2,0.997,32,0.0,0
benetton,1996,14,monza,False,False,True,False,False,berger,Austrian,8,18,17,0,7,16,0,7,55,0,2,1.266,37,0.0,0
ferrari,1996,14,monza,False,False,True,False,False,irvine,British,7,12,9,0,10,9,0,10,48,2,3,1.022,30,0.0,0
ferrari,1996,14,monza,False,False,True,False,False,michael_schumacher,German,3,1,39,2,3,29,1,4,48,2,3,0.5770000000000001,27,0.1,0
footwork,1996,14,monza,False,False,True,False,False,rosset,Brazilian,19,11,0,0,18,0,0,18,1,0,9,4.977,28,0.0,0
footwork,1996,14,monza,False,False,True,False,False,verstappen,Dutch,15,8,1,0,16,1,0,16,1,0,9,3.0660000000000003,24,,0
jordan,1996,14,monza,False,False,True,False,False,barrichello,Brazilian,10,5,12,0,9,12,0,9,15,0,5,1.99,24,0.0,0
jordan,1996,14,monza,False,False,True,False,False,brundle,British,9,4,3,0,14,3,0,14,15,0,5,1.8330000000000002,37,0.0,0
ligier,1996,14,monza,False,False,True,False,False,diniz,Brazilian,14,6,1,0,15,1,0,15,14,1,6,2.522,26,0.0,0
ligier,1996,14,monza,False,False,True,False,False,panis,French,11,19,13,1,8,13,1,8,14,1,6,2.002,30,0.0,0
mclaren,1996,14,monza,False,False,True,False,False,coulthard,British,5,20,18,0,6,18,0,6,41,0,4,0.772,25,0.0,0
mclaren,1996,14,monza,False,False,True,False,False,hakkinen,Finnish,4,3,23,0,5,19,0,5,41,0,4,0.735,27,,0
minardi,1996,14,monza,False,False,True,False,False,lamy,Portuguese,18,13,0,0,20,0,0,20,0,0,10,4.729,24,,0
minardi,1996,14,monza,False,False,True,False,False,lavaggi,Italian,20,17,0,0,22,0,0,22,0,0,10,5.629,38,,0
sauber,1996,14,monza,False,False,True,False,False,frentzen,German,13,15,6,0,11,6,0,11,10,0,7,2.301,29,0.0,0
sauber,1996,14,monza,False,False,True,False,False,herbert,British,12,9,4,0,13,4,0,13,10,0,7,2.141,32,0.0,0
tyrrell,1996,14,monza,False,False,True,False,False,katayama,Japanese,16,10,0,0,17,0,0,17,5,0,8,4.03,33,,0
tyrrell,1996,14,monza,False,False,True,False,False,salo,Finnish,17,14,5,0,12,5,0,12,5,0,8,4.268,29,,0
williams,1996,14,monza,False,False,True,False,False,damon_hill,British,1,16,81,7,1,79,7,1,149,10,1,0.0,35,0.0,0
williams,1996,14,monza,False,False,True,False,False,villeneuve,Canadian,2,7,68,3,2,62,3,2,149,10,1,0.317,25,,0
benetton,1996,15,estoril,True,False,False,False,False,alesi,French,3,4,44,0,4,38,0,4,61,0,2,0.758,32,0.0,0
benetton,1996,15,estoril,True,False,False,False,False,berger,Austrian,5,6,17,0,7,17,0,7,61,0,2,0.963,37,0.0,0
ferrari,1996,15,estoril,True,False,False,False,False,irvine,British,6,5,9,0,10,9,0,10,58,3,3,1.032,30,0.0,0
ferrari,1996,15,estoril,True,False,False,False,False,michael_schumacher,German,4,3,49,3,3,39,2,3,58,3,3,0.9059999999999999,27,0.0,0
footwork,1996,15,estoril,True,False,False,False,False,rosset,Brazilian,17,14,0,0,18,0,0,18,1,0,9,3.9,28,0.0,0
footwork,1996,15,estoril,True,False,False,False,False,verstappen,Dutch,16,18,1,0,16,1,0,16,1,0,9,3.201,24,,0
jordan,1996,15,estoril,True,False,False,False,False,barrichello,Brazilian,9,20,14,0,8,12,0,9,20,0,5,1.875,24,0.0,0
jordan,1996,15,estoril,True,False,False,False,False,brundle,British,10,9,6,0,12,3,0,14,20,0,5,1.994,37,0.0,0
ligier,1996,15,estoril,True,False,False,False,False,diniz,Brazilian,18,19,2,0,15,1,0,15,15,1,6,3.963,26,0.0,0
ligier,1996,15,estoril,True,False,False,False,False,panis,French,15,10,13,1,9,13,1,8,15,1,6,2.725,30,0.0,0
mclaren,1996,15,estoril,True,False,False,False,False,coulthard,British,8,13,18,0,6,18,0,6,45,0,4,1.736,25,0.0,0
mclaren,1996,15,estoril,True,False,False,False,False,hakkinen,Finnish,7,17,27,0,5,23,0,5,45,0,4,1.31,27,,0
minardi,1996,15,estoril,True,False,False,False,False,lamy,Portuguese,19,16,0,0,20,0,0,20,0,0,10,4.18,24,,0
minardi,1996,15,estoril,True,False,False,False,False,lavaggi,Italian,20,15,0,0,22,0,0,22,0,0,10,5.282,38,0.0,0
sauber,1996,15,estoril,True,False,False,False,False,frentzen,German,11,7,6,0,11,6,0,11,10,0,7,1.995,29,0.0,0
sauber,1996,15,estoril,True,False,False,False,False,herbert,British,12,8,4,0,14,4,0,13,10,0,7,2.325,32,0.0,0
tyrrell,1996,15,estoril,True,False,False,False,False,katayama,Japanese,14,12,0,0,17,0,0,17,5,0,8,2.6830000000000003,33,,0
tyrrell,1996,15,estoril,True,False,False,False,False,salo,Finnish,13,11,5,0,13,5,0,12,5,0,8,2.435,29,,0
williams,1996,15,estoril,True,False,False,False,False,damon_hill,British,1,2,81,7,1,81,7,1,149,10,1,0.0,36,0.0,0
williams,1996,15,estoril,True,False,False,False,False,villeneuve,Canadian,2,1,68,3,2,68,3,2,149,10,1,0.009000000000000001,25,1.0,0
benetton,1996,16,suzuka,True,False,True,False,False,alesi,French,9,19,47,0,4,44,0,4,65,0,2,2.653,32,,0
benetton,1996,16,suzuka,True,False,True,False,False,berger,Austrian,4,4,18,0,6,17,0,7,65,0,2,1.455,37,0.0,0
ferrari,1996,16,suzuka,True,False,True,False,False,irvine,British,6,14,11,0,10,9,0,10,64,3,3,2.096,30,0.0,0
ferrari,1996,16,suzuka,True,False,True,False,False,michael_schumacher,German,3,2,53,3,3,49,3,3,64,3,3,1.162,27,0.0,0
footwork,1996,16,suzuka,True,False,True,False,False,rosset,Brazilian,19,13,0,0,18,0,0,18,1,0,9,6.502999999999999,28,0.0,0
footwork,1996,16,suzuka,True,False,True,False,False,verstappen,Dutch,17,11,1,0,16,1,0,16,1,0,9,4.474,24,,0
jordan,1996,16,suzuka,True,False,True,False,False,barrichello,Brazilian,11,9,14,0,8,14,0,8,20,0,5,3.01,24,0.0,0
jordan,1996,16,suzuka,True,False,True,False,False,brundle,British,10,5,6,0,12,6,0,12,20,0,5,2.6910000000000003,37,0.0,0
ligier,1996,16,suzuka,True,False,True,False,False,diniz,Brazilian,16,18,2,0,15,2,0,15,15,1,6,4.287,26,0.0,0
ligier,1996,16,suzuka,True,False,True,False,False,panis,French,12,7,13,1,9,13,1,9,15,1,6,3.2969999999999997,30,,0
mclaren,1996,16,suzuka,True,False,True,False,False,coulthard,British,8,8,18,0,7,18,0,6,45,0,4,2.475,25,0.0,0
mclaren,1996,16,suzuka,True,False,True,False,False,hakkinen,Finnish,5,3,27,0,5,27,0,5,45,0,4,1.5490000000000002,28,0.0,0
minardi,1996,16,suzuka,True,False,True,False,False,lamy,Portuguese,18,12,0,0,20,0,0,20,0,0,10,5.965,24,,0
sauber,1996,16,suzuka,True,False,True,False,False,frentzen,German,7,6,6,0,11,6,0,11,10,0,7,2.3680000000000003,29,0.0,0
sauber,1996,16,suzuka,True,False,True,False,False,herbert,British,13,10,4,0,14,4,0,14,10,0,7,3.7489999999999997,32,0.0,0
tyrrell,1996,16,suzuka,True,False,True,False,False,katayama,Japanese,14,15,0,0,17,0,0,17,5,0,8,3.802,33,,0
tyrrell,1996,16,suzuka,True,False,True,False,False,salo,Finnish,15,17,5,0,13,5,0,13,5,0,8,3.931,29,0.0,0
williams,1996,16,suzuka,True,False,True,False,False,damon_hill,British,2,1,87,7,1,81,7,1,165,11,1,0.461,36,0.14285714300000002,0
williams,1996,16,suzuka,True,False,True,False,False,villeneuve,Canadian,1,16,78,4,2,68,3,2,165,11,1,0.0,25,,0
arrows,1997,1,albert_park,False,False,True,False,False,diniz,Brazilian,22,10,0,0,0,0,0,0,0,0,0,4.849,26,,1
benetton,1997,1,albert_park,False,False,True,False,False,berger,Austrian,10,4,0,0,0,0,0,0,0,0,0,1.7469999999999999,37,,0
ferrari,1997,1,albert_park,False,False,True,False,False,michael_schumacher,German,3,2,0,0,0,0,0,0,0,0,0,0.349,28,0.0,0
mclaren,1997,1,albert_park,False,False,True,False,False,coulthard,British,4,1,0,0,0,0,0,0,0,0,0,0.408,25,0.111111111,0
mclaren,1997,1,albert_park,False,False,True,False,False,hakkinen,Finnish,6,3,0,0,0,0,0,0,0,0,0,0.848,28,0.0,0
minardi,1997,1,albert_park,False,False,True,False,False,trulli,Italian,17,9,0,0,0,0,0,0,0,0,0,2.997,22,0.0,1
prost,1997,1,albert_park,False,False,True,False,False,nakano,Japanese,16,7,0,0,0,0,0,0,0,0,0,2.866,25,,1
prost,1997,1,albert_park,False,False,True,False,False,panis,French,9,5,0,0,0,0,0,0,0,0,0,1.719,30,,1
sauber,1997,1,albert_park,False,False,True,False,False,larini,Italian,13,6,0,0,0,0,0,0,0,0,0,2.204,32,0.0,1
williams,1997,1,albert_park,False,False,True,False,False,frentzen,German,2,8,0,0,0,0,0,0,0,0,0,0.0,29,0.0,1
arrows,1997,2,interlagos,False,False,True,False,True,damon_hill,British,9,17,0,0,0,0,0,0,0,0,8,1.0859999999999999,36,0.0,1
arrows,1997,2,interlagos,False,False,True,False,True,diniz,Brazilian,16,21,0,0,10,0,0,0,0,0,8,2.0909999999999997,26,0.0,0
benetton,1997,2,interlagos,False,False,True,False,True,alesi,French,6,6,0,0,0,0,0,0,3,0,3,0.753,32,0.0,0
benetton,1997,2,interlagos,False,False,True,False,True,berger,Austrian,3,2,3,0,4,0,0,0,3,0,3,0.64,37,,0
ferrari,1997,2,interlagos,False,False,True,False,True,irvine,British,14,16,0,0,0,0,0,0,6,0,2,1.5230000000000001,31,0.0,0
ferrari,1997,2,interlagos,False,False,True,False,True,michael_schumacher,German,2,5,6,0,2,0,0,0,6,0,2,0.59,28,0.0,0
jordan,1997,2,interlagos,False,False,True,False,True,fisichella,Italian,7,8,0,0,0,0,0,0,0,0,0,0.9079999999999999,24,0.0,1
mclaren,1997,2,interlagos,False,False,True,False,True,coulthard,British,12,10,10,1,1,0,0,0,14,1,1,1.258,26,0.0,0
mclaren,1997,2,interlagos,False,False,True,False,True,hakkinen,Finnish,4,4,4,0,3,0,0,0,14,1,1,0.688,28,0.0,0
minardi,1997,2,interlagos,False,False,True,False,True,katayama,Japanese,18,18,0,0,0,0,0,0,0,0,7,2.553,33,,1
minardi,1997,2,interlagos,False,False,True,False,True,trulli,Italian,17,12,0,0,9,0,0,0,0,0,7,2.332,22,0.0,0
prost,1997,2,interlagos,False,False,True,False,True,nakano,Japanese,15,14,0,0,7,0,0,0,2,0,4,1.995,25,,0
prost,1997,2,interlagos,False,False,True,False,True,panis,French,5,3,2,0,5,0,0,0,2,0,4,0.752,30,0.0,0
sauber,1997,2,interlagos,False,False,True,False,True,herbert,British,13,7,0,0,0,0,0,0,1,0,5,1.405,32,0.0,0
sauber,1997,2,interlagos,False,False,True,False,True,larini,Italian,19,11,1,0,6,0,0,0,1,0,5,2.64,33,0.0,0
tyrrell,1997,2,interlagos,False,False,True,False,True,salo,Finnish,22,13,0,0,0,0,0,0,0,0,0,3.27,30,0.0,0
tyrrell,1997,2,interlagos,False,False,True,False,True,verstappen,Dutch,21,15,0,0,0,0,0,0,0,0,0,2.8810000000000002,25,0.0,1
williams,1997,2,interlagos,False,False,True,False,True,frentzen,German,8,9,0,0,8,0,0,0,0,0,6,0.9670000000000001,29,0.0,0
